call_id,rep_id,rep_name,rep_region,npi,call_date,call_type,detailing_topic,outcome
CALL3000483,REP005,Ethan Hunt,Northeast,1800000087,2025-07-09,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3000484,REP002,Bob Mendez,West,1800000125,2025-03-04,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000485,REP002,Bob Mendez,West,1800000019,2025-11-02,Phone Call,Co-pay Assistance Program,Neutral
CALL3000486,REP005,Ethan Hunt,Northeast,1800000014,2025-08-10,Email Follow-up,Clinical Trials Data,Busy - Left Materials
CALL3000487,REP003,Charlie Vance,South,1800000181,2025-08-10,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000488,REP004,Diana Prince,Midwest,1800000083,2025-02-02,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000489,REP002,Bob Mendez,West,1800000103,2025-06-13,Phone Call,Clinical Trials Data,Favorable
CALL3000490,REP004,Diana Prince,Midwest,1800000010,2025-05-20,Virtual Video,Efficacy Profile,Neutral
CALL3000491,REP001,Alice Carter,East,1800000094,2025-03-15,Virtual Video,Market Access & Formulary Update,Busy - Left Materials
CALL3000492,REP004,Diana Prince,Midwest,1800000242,2025-09-28,Email Follow-up,Efficacy Profile,High Interest
CALL3000493,REP001,Alice Carter,East,1800000146,2025-09-29,Phone Call,Co-pay Assistance Program,Neutral
CALL3000494,REP001,Alice Carter,East,1800000105,2025-11-23,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000495,REP004,Diana Prince,Midwest,1800000062,2025-12-09,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000496,REP002,Bob Mendez,West,1800000050,2025-06-15,Phone Call,Safety & Tolerability,Favorable
CALL3000497,REP004,Diana Prince,Midwest,1800000012,2025-07-21,Virtual Video,Efficacy Profile,Favorable
CALL3000498,REP004,Diana Prince,Midwest,1800000106,2025-01-29,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3000499,REP001,Alice Carter,East,1800000115,2025-05-07,Email Follow-up,Safety & Tolerability,Busy - Left Materials
CALL3000500,REP004,Diana Prince,Midwest,1800000212,2025-10-02,In-Person,Safety & Tolerability,High Interest
CALL3000501,REP004,Diana Prince,Midwest,1800000214,2025-11-08,Email Follow-up,Clinical Trials Data,High Interest
CALL3000502,REP004,Diana Prince,Midwest,1800000183,2025-11-07,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3000503,REP004,Diana Prince,Midwest,1800000006,2025-01-23,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3000504,REP002,Bob Mendez,West,1800000190,2025-02-03,Phone Call,Market Access & Formulary Update,Favorable
CALL3000505,REP003,Charlie Vance,South,1800000069,2025-11-10,In-Person,Clinical Trials Data,High Interest
CALL3000506,REP003,Charlie Vance,South,1800000159,2025-01-23,Virtual Video,Market Access & Formulary Update,Busy - Left Materials
CALL3000507,REP005,Ethan Hunt,Northeast,1800000179,2025-10-15,Virtual Video,Clinical Trials Data,Favorable
CALL3000508,REP002,Bob Mendez,West,1800000242,2025-06-16,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000509,REP003,Charlie Vance,South,1800000226,2025-02-24,Phone Call,Co-pay Assistance Program,High Interest
CALL3000510,REP005,Ethan Hunt,Northeast,1800000163,2025-11-10,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000511,REP001,Alice Carter,East,1800000060,2025-08-01,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000512,REP005,Ethan Hunt,Northeast,1800000166,2025-02-15,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3000513,REP005,Ethan Hunt,Northeast,1800000056,2025-03-05,Virtual Video,Safety & Tolerability,Favorable
CALL3000514,REP004,Diana Prince,Midwest,1800000052,2025-05-30,Phone Call,Safety & Tolerability,Unfavorable
CALL3000515,REP001,Alice Carter,East,1800000069,2025-12-07,Virtual Video,Safety & Tolerability,Favorable
CALL3000516,REP004,Diana Prince,Midwest,1800000066,2025-05-23,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3000517,REP001,Alice Carter,East,1800000104,2025-06-04,Phone Call,Clinical Trials Data,High Interest
CALL3000518,REP003,Charlie Vance,South,1800000225,2025-03-22,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3000519,REP003,Charlie Vance,South,1800000250,2025-11-10,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3000520,REP004,Diana Prince,Midwest,1800000078,2025-11-30,In-Person,Clinical Trials Data,Unfavorable
CALL3000521,REP003,Charlie Vance,South,1800000147,2025-02-18,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3000522,REP004,Diana Prince,Midwest,1800000005,2025-12-09,In-Person,Safety & Tolerability,Neutral
CALL3000523,REP004,Diana Prince,Midwest,1800000220,2025-02-01,Email Follow-up,Efficacy Profile,Favorable
CALL3000524,REP005,Ethan Hunt,Northeast,1800000136,2025-03-26,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3000525,REP005,Ethan Hunt,Northeast,1800000229,2025-12-25,Email Follow-up,Efficacy Profile,Neutral
CALL3000526,REP004,Diana Prince,Midwest,1800000014,2025-07-29,Email Follow-up,Co-pay Assistance Program,Unfavorable
CALL3000527,REP004,Diana Prince,Midwest,1800000209,2025-06-18,In-Person,Efficacy Profile,High Interest
CALL3000528,REP002,Bob Mendez,West,1800000216,2025-02-27,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000529,REP004,Diana Prince,Midwest,1800000078,2025-11-27,Email Follow-up,Efficacy Profile,Neutral
CALL3000530,REP005,Ethan Hunt,Northeast,1800000105,2025-12-06,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000531,REP003,Charlie Vance,South,1800000102,2025-02-05,Virtual Video,Co-pay Assistance Program,Busy - Left Materials
CALL3000532,REP004,Diana Prince,Midwest,1800000035,2025-06-20,Email Follow-up,Market Access & Formulary Update,Neutral
CALL3000533,REP001,Alice Carter,East,1800000037,2025-07-10,In-Person,Clinical Trials Data,Favorable
CALL3000534,REP005,Ethan Hunt,Northeast,1800000186,2025-11-19,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000535,REP001,Alice Carter,East,1800000202,2025-05-21,Virtual Video,Safety & Tolerability,Unfavorable
CALL3000536,REP003,Charlie Vance,South,1800000128,2025-05-27,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000537,REP005,Ethan Hunt,Northeast,1800000089,2025-03-04,Virtual Video,Clinical Trials Data,Unfavorable
CALL3000538,REP001,Alice Carter,East,1800000156,2025-05-21,In-Person,Co-pay Assistance Program,Neutral
CALL3000539,REP004,Diana Prince,Midwest,1800000060,2025-06-22,In-Person,Efficacy Profile,Favorable
CALL3000540,REP004,Diana Prince,Midwest,1800000245,2025-03-12,In-Person,Clinical Trials Data,High Interest
CALL3000541,REP003,Charlie Vance,South,1800000032,2025-02-24,Virtual Video,Efficacy Profile,Favorable
CALL3000542,REP005,Ethan Hunt,Northeast,1800000011,2025-06-27,Phone Call,Efficacy Profile,Unfavorable
CALL3000543,REP002,Bob Mendez,West,1800000245,2025-07-20,Virtual Video,Clinical Trials Data,Favorable
CALL3000544,REP001,Alice Carter,East,1800000199,2025-04-24,Phone Call,Market Access & Formulary Update,Neutral
CALL3000545,REP004,Diana Prince,Midwest,1800000008,2025-08-27,In-Person,Market Access & Formulary Update,Favorable
CALL3000546,REP005,Ethan Hunt,Northeast,1800000087,2025-03-07,In-Person,Market Access & Formulary Update,Favorable
CALL3000547,REP005,Ethan Hunt,Northeast,1800000245,2025-06-25,Virtual Video,Safety & Tolerability,Favorable
CALL3000548,REP005,Ethan Hunt,Northeast,1800000056,2025-03-04,In-Person,Co-pay Assistance Program,Favorable
CALL3000549,REP002,Bob Mendez,West,1800000021,2025-02-10,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000550,REP005,Ethan Hunt,Northeast,1800000178,2025-08-20,In-Person,Co-pay Assistance Program,Unfavorable
CALL3000551,REP005,Ethan Hunt,Northeast,1800000197,2025-10-01,Virtual Video,Efficacy Profile,Favorable
CALL3000552,REP001,Alice Carter,East,1800000097,2025-12-05,In-Person,Co-pay Assistance Program,Favorable
CALL3000553,REP005,Ethan Hunt,Northeast,1800000088,2025-06-08,Virtual Video,Safety & Tolerability,Unfavorable
CALL3000554,REP003,Charlie Vance,South,1800000089,2025-11-26,In-Person,Safety & Tolerability,Unfavorable
CALL3000555,REP005,Ethan Hunt,Northeast,1800000054,2025-10-02,Email Follow-up,Market Access & Formulary Update,Unfavorable
CALL3000556,REP003,Charlie Vance,South,1800000052,2025-02-09,In-Person,Clinical Trials Data,Neutral
CALL3000557,REP005,Ethan Hunt,Northeast,1800000230,2025-02-11,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000558,REP004,Diana Prince,Midwest,1800000214,2025-05-24,Virtual Video,Clinical Trials Data,Favorable
CALL3000559,REP001,Alice Carter,East,1800000225,2025-01-04,Virtual Video,Efficacy Profile,High Interest
CALL3000560,REP005,Ethan Hunt,Northeast,1800000144,2025-09-06,In-Person,Clinical Trials Data,Unfavorable
CALL3000561,REP005,Ethan Hunt,Northeast,1800000051,2025-03-17,Virtual Video,Co-pay Assistance Program,High Interest
CALL3000562,REP001,Alice Carter,East,1800000030,2025-07-13,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000563,REP001,Alice Carter,East,1800000199,2025-08-01,In-Person,Clinical Trials Data,Favorable
CALL3000564,REP002,Bob Mendez,West,1800000235,2025-09-23,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000565,REP003,Charlie Vance,South,1800000161,2025-11-27,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000566,REP002,Bob Mendez,West,1800000019,2025-09-15,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000567,REP003,Charlie Vance,South,1800000165,2025-01-29,Phone Call,Clinical Trials Data,Neutral
CALL3000568,REP003,Charlie Vance,South,1800000060,2025-05-24,In-Person,Efficacy Profile,Favorable
CALL3000569,REP004,Diana Prince,Midwest,1800000175,2025-09-10,In-Person,Clinical Trials Data,High Interest
CALL3000570,REP004,Diana Prince,Midwest,1800000035,2025-08-23,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000571,REP005,Ethan Hunt,Northeast,1800000219,2025-10-17,Phone Call,Co-pay Assistance Program,Favorable
CALL3000572,REP001,Alice Carter,East,1800000179,2025-11-18,Email Follow-up,Efficacy Profile,High Interest
CALL3000573,REP005,Ethan Hunt,Northeast,1800000105,2025-10-30,In-Person,Co-pay Assistance Program,Favorable
CALL3000574,REP001,Alice Carter,East,1800000130,2025-07-09,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000575,REP001,Alice Carter,East,1800000240,2025-01-13,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3000576,REP002,Bob Mendez,West,1800000041,2025-10-25,Phone Call,Clinical Trials Data,Unfavorable
CALL3000577,REP005,Ethan Hunt,Northeast,1800000120,2025-07-25,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000578,REP001,Alice Carter,East,1800000030,2025-10-02,Phone Call,Clinical Trials Data,High Interest
CALL3000579,REP001,Alice Carter,East,1800000024,2025-01-11,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3000580,REP002,Bob Mendez,West,1800000114,2025-10-10,Email Follow-up,Clinical Trials Data,Neutral
CALL3000581,REP003,Charlie Vance,South,1800000172,2025-08-31,In-Person,Market Access & Formulary Update,Neutral
CALL3000582,REP003,Charlie Vance,South,1800000124,2025-03-26,In-Person,Safety & Tolerability,Neutral
CALL3000583,REP001,Alice Carter,East,1800000168,2025-04-28,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000584,REP004,Diana Prince,Midwest,1800000099,2025-09-12,Virtual Video,Clinical Trials Data,Favorable
CALL3000585,REP004,Diana Prince,Midwest,1800000044,2025-06-26,In-Person,Clinical Trials Data,Favorable
CALL3000586,REP003,Charlie Vance,South,1800000157,2025-12-22,Virtual Video,Efficacy Profile,Favorable
CALL3000587,REP001,Alice Carter,East,1800000179,2025-07-04,In-Person,Efficacy Profile,High Interest
CALL3000588,REP005,Ethan Hunt,Northeast,1800000154,2025-11-06,In-Person,Safety & Tolerability,Unfavorable
CALL3000589,REP005,Ethan Hunt,Northeast,1800000135,2025-04-04,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000590,REP001,Alice Carter,East,1800000056,2025-12-17,In-Person,Efficacy Profile,High Interest
CALL3000591,REP002,Bob Mendez,West,1800000226,2025-06-17,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000592,REP001,Alice Carter,East,1800000015,2025-10-30,In-Person,Safety & Tolerability,High Interest
CALL3000593,REP003,Charlie Vance,South,1800000184,2025-06-24,Virtual Video,Market Access & Formulary Update,Busy - Left Materials
CALL3000594,REP005,Ethan Hunt,Northeast,1800000093,2025-11-08,Email Follow-up,Safety & Tolerability,Unfavorable
CALL3000595,REP003,Charlie Vance,South,1800000083,2025-05-08,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000596,REP005,Ethan Hunt,Northeast,1800000238,2025-02-28,Email Follow-up,Clinical Trials Data,Favorable
CALL3000597,REP002,Bob Mendez,West,1800000229,2025-12-14,In-Person,Efficacy Profile,Favorable
CALL3000598,REP004,Diana Prince,Midwest,1800000060,2025-07-20,Virtual Video,Clinical Trials Data,Neutral
CALL3000599,REP004,Diana Prince,Midwest,1800000239,2025-01-19,In-Person,Co-pay Assistance Program,High Interest
CALL3000600,REP005,Ethan Hunt,Northeast,1800000213,2025-12-30,In-Person,Clinical Trials Data,Busy - Left Materials
CALL3000601,REP005,Ethan Hunt,Northeast,1800000058,2025-04-20,Email Follow-up,Market Access & Formulary Update,Favorable
CALL3000602,REP004,Diana Prince,Midwest,1800000017,2025-05-29,Phone Call,Clinical Trials Data,Neutral
CALL3000603,REP003,Charlie Vance,South,1800000247,2025-07-06,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000604,REP001,Alice Carter,East,1800000016,2025-01-23,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000605,REP005,Ethan Hunt,Northeast,1800000156,2025-12-27,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000606,REP004,Diana Prince,Midwest,1800000082,2025-08-16,In-Person,Co-pay Assistance Program,Unfavorable
CALL3000607,REP005,Ethan Hunt,Northeast,1800000247,2025-02-02,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000608,REP002,Bob Mendez,West,1800000159,2025-02-20,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000609,REP005,Ethan Hunt,Northeast,1800000210,2025-09-11,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000610,REP003,Charlie Vance,South,1800000003,2025-02-03,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000611,REP004,Diana Prince,Midwest,1800000135,2025-05-25,Virtual Video,Clinical Trials Data,Favorable
CALL3000612,REP003,Charlie Vance,South,1800000066,2025-06-19,Virtual Video,Market Access & Formulary Update,Favorable
CALL3000613,REP002,Bob Mendez,West,1800000071,2025-01-15,Virtual Video,Safety & Tolerability,High Interest
CALL3000614,REP005,Ethan Hunt,Northeast,1800000189,2025-10-26,In-Person,Safety & Tolerability,Favorable
CALL3000615,REP005,Ethan Hunt,Northeast,1800000073,2025-04-10,Email Follow-up,Efficacy Profile,Neutral
CALL3000616,REP001,Alice Carter,East,1800000028,2025-01-25,Virtual Video,Safety & Tolerability,Unfavorable
CALL3000617,REP003,Charlie Vance,South,1800000030,2025-06-08,Virtual Video,Market Access & Formulary Update,High Interest
CALL3000618,REP001,Alice Carter,East,1800000225,2025-10-19,Phone Call,Efficacy Profile,High Interest
CALL3000619,REP004,Diana Prince,Midwest,1800000212,2025-09-05,Phone Call,Market Access & Formulary Update,High Interest
CALL3000620,REP005,Ethan Hunt,Northeast,1800000045,2025-09-18,Virtual Video,Safety & Tolerability,Neutral
CALL3000621,REP005,Ethan Hunt,Northeast,1800000095,2025-02-19,In-Person,Efficacy Profile,Unfavorable
CALL3000622,REP004,Diana Prince,Midwest,1800000227,2025-12-25,Email Follow-up,Efficacy Profile,Favorable
CALL3000623,REP003,Charlie Vance,South,1800000160,2025-02-02,In-Person,Clinical Trials Data,Unfavorable
CALL3000624,REP005,Ethan Hunt,Northeast,1800000058,2025-06-02,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000625,REP004,Diana Prince,Midwest,1800000107,2025-03-15,Email Follow-up,Co-pay Assistance Program,Busy - Left Materials
CALL3000626,REP004,Diana Prince,Midwest,1800000156,2025-04-17,In-Person,Clinical Trials Data,Favorable
CALL3000627,REP001,Alice Carter,East,1800000240,2025-09-06,Virtual Video,Efficacy Profile,Unfavorable
CALL3000628,REP002,Bob Mendez,West,1800000124,2025-11-06,In-Person,Efficacy Profile,Busy - Left Materials
CALL3000629,REP005,Ethan Hunt,Northeast,1800000167,2025-05-10,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000630,REP005,Ethan Hunt,Northeast,1800000128,2025-05-07,Phone Call,Co-pay Assistance Program,Busy - Left Materials
CALL3000631,REP004,Diana Prince,Midwest,1800000049,2025-12-13,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000632,REP002,Bob Mendez,West,1800000025,2025-02-14,In-Person,Safety & Tolerability,Neutral
CALL3000633,REP003,Charlie Vance,South,1800000187,2025-11-10,Virtual Video,Co-pay Assistance Program,Unfavorable
CALL3000634,REP004,Diana Prince,Midwest,1800000121,2025-05-21,Phone Call,Clinical Trials Data,Neutral
CALL3000635,REP003,Charlie Vance,South,1800000058,2025-03-03,Virtual Video,Safety & Tolerability,Unfavorable
CALL3000636,REP001,Alice Carter,East,1800000224,2025-07-11,Email Follow-up,Efficacy Profile,Favorable
CALL3000637,REP004,Diana Prince,Midwest,1800000129,2025-04-06,Virtual Video,Safety & Tolerability,Favorable
CALL3000638,REP005,Ethan Hunt,Northeast,1800000182,2025-01-18,Phone Call,Clinical Trials Data,High Interest
CALL3000639,REP005,Ethan Hunt,Northeast,1800000249,2025-05-30,Email Follow-up,Clinical Trials Data,Neutral
CALL3000640,REP001,Alice Carter,East,1800000121,2025-03-10,Phone Call,Market Access & Formulary Update,High Interest
CALL3000641,REP001,Alice Carter,East,1800000132,2025-09-02,Email Follow-up,Efficacy Profile,Busy - Left Materials
CALL3000642,REP005,Ethan Hunt,Northeast,1800000236,2025-01-12,Phone Call,Market Access & Formulary Update,High Interest
CALL3000643,REP003,Charlie Vance,South,1800000239,2025-12-24,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000644,REP001,Alice Carter,East,1800000019,2025-07-03,Virtual Video,Clinical Trials Data,Neutral
CALL3000645,REP001,Alice Carter,East,1800000120,2025-11-21,Virtual Video,Clinical Trials Data,High Interest
CALL3000646,REP002,Bob Mendez,West,1800000048,2025-01-19,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3000647,REP002,Bob Mendez,West,1800000199,2025-03-25,Virtual Video,Safety & Tolerability,Busy - Left Materials
CALL3000648,REP002,Bob Mendez,West,1800000165,2025-09-17,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000649,REP005,Ethan Hunt,Northeast,1800000160,2025-02-10,In-Person,Efficacy Profile,Favorable
CALL3000650,REP001,Alice Carter,East,1800000122,2025-04-28,Email Follow-up,Clinical Trials Data,High Interest
CALL3000651,REP005,Ethan Hunt,Northeast,1800000181,2025-07-27,Email Follow-up,Efficacy Profile,Unfavorable
CALL3000652,REP004,Diana Prince,Midwest,1800000151,2025-08-09,Email Follow-up,Market Access & Formulary Update,High Interest
CALL3000653,REP004,Diana Prince,Midwest,1800000045,2025-07-25,Email Follow-up,Clinical Trials Data,High Interest
CALL3000654,REP003,Charlie Vance,South,1800000017,2025-08-10,Virtual Video,Clinical Trials Data,Neutral
CALL3000655,REP005,Ethan Hunt,Northeast,1800000127,2025-01-22,In-Person,Clinical Trials Data,Favorable
CALL3000656,REP002,Bob Mendez,West,1800000234,2025-02-26,Virtual Video,Clinical Trials Data,High Interest
CALL3000657,REP002,Bob Mendez,West,1800000022,2025-07-01,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000658,REP001,Alice Carter,East,1800000156,2025-07-26,Virtual Video,Clinical Trials Data,Favorable
CALL3000659,REP001,Alice Carter,East,1800000204,2025-08-08,Email Follow-up,Safety & Tolerability,Neutral
CALL3000660,REP005,Ethan Hunt,Northeast,1800000159,2025-03-18,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3000661,REP004,Diana Prince,Midwest,1800000134,2025-08-01,In-Person,Clinical Trials Data,Unfavorable
CALL3000662,REP003,Charlie Vance,South,1800000003,2025-06-15,Phone Call,Market Access & Formulary Update,Neutral
CALL3000663,REP001,Alice Carter,East,1800000033,2025-01-09,Email Follow-up,Efficacy Profile,Favorable
CALL3000664,REP004,Diana Prince,Midwest,1800000132,2025-09-01,Virtual Video,Clinical Trials Data,High Interest
CALL3000665,REP001,Alice Carter,East,1800000070,2025-05-17,Email Follow-up,Clinical Trials Data,High Interest
CALL3000666,REP003,Charlie Vance,South,1800000135,2025-11-28,Virtual Video,Clinical Trials Data,Unfavorable
CALL3000667,REP001,Alice Carter,East,1800000249,2025-03-16,Phone Call,Market Access & Formulary Update,Unfavorable
CALL3000668,REP002,Bob Mendez,West,1800000056,2025-10-16,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000669,REP005,Ethan Hunt,Northeast,1800000055,2025-08-03,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000670,REP001,Alice Carter,East,1800000081,2025-02-04,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000671,REP001,Alice Carter,East,1800000002,2025-10-28,In-Person,Safety & Tolerability,Unfavorable
CALL3000672,REP002,Bob Mendez,West,1800000123,2025-09-07,Phone Call,Clinical Trials Data,Neutral
CALL3000673,REP002,Bob Mendez,West,1800000156,2025-10-18,Virtual Video,Clinical Trials Data,Busy - Left Materials
CALL3000674,REP004,Diana Prince,Midwest,1800000059,2025-03-22,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000675,REP004,Diana Prince,Midwest,1800000170,2025-08-01,Email Follow-up,Clinical Trials Data,Favorable
CALL3000676,REP001,Alice Carter,East,1800000023,2025-05-15,Virtual Video,Safety & Tolerability,Neutral
CALL3000677,REP002,Bob Mendez,West,1800000125,2025-12-12,Phone Call,Safety & Tolerability,Neutral
CALL3000678,REP001,Alice Carter,East,1800000237,2025-08-23,In-Person,Clinical Trials Data,Favorable
CALL3000679,REP004,Diana Prince,Midwest,1800000103,2025-08-12,Phone Call,Clinical Trials Data,Unfavorable
CALL3000680,REP003,Charlie Vance,South,1800000134,2025-08-11,In-Person,Co-pay Assistance Program,Busy - Left Materials
CALL3000681,REP003,Charlie Vance,South,1800000249,2025-03-02,Virtual Video,Efficacy Profile,High Interest
CALL3000682,REP004,Diana Prince,Midwest,1800000103,2025-07-21,In-Person,Safety & Tolerability,Unfavorable
CALL3000683,REP004,Diana Prince,Midwest,1800000037,2025-11-12,Phone Call,Co-pay Assistance Program,High Interest
CALL3000684,REP002,Bob Mendez,West,1800000187,2025-07-01,Email Follow-up,Efficacy Profile,Unfavorable
CALL3000685,REP005,Ethan Hunt,Northeast,1800000014,2025-02-08,Phone Call,Market Access & Formulary Update,High Interest
CALL3000686,REP004,Diana Prince,Midwest,1800000142,2025-02-06,In-Person,Clinical Trials Data,Neutral
CALL3000687,REP005,Ethan Hunt,Northeast,1800000214,2025-07-06,In-Person,Safety & Tolerability,Busy - Left Materials
CALL3000688,REP002,Bob Mendez,West,1800000175,2025-03-17,Email Follow-up,Safety & Tolerability,Favorable
CALL3000689,REP004,Diana Prince,Midwest,1800000083,2025-01-12,Phone Call,Co-pay Assistance Program,Favorable
CALL3000690,REP002,Bob Mendez,West,1800000245,2025-04-05,Email Follow-up,Efficacy Profile,Favorable
CALL3000691,REP004,Diana Prince,Midwest,1800000144,2025-05-21,Email Follow-up,Safety & Tolerability,Neutral
CALL3000692,REP001,Alice Carter,East,1800000097,2025-12-19,Virtual Video,Clinical Trials Data,Neutral
CALL3000693,REP005,Ethan Hunt,Northeast,1800000192,2025-05-13,Phone Call,Market Access & Formulary Update,Busy - Left Materials
CALL3000694,REP001,Alice Carter,East,1800000205,2025-03-15,Virtual Video,Efficacy Profile,Busy - Left Materials
CALL3000695,REP001,Alice Carter,East,1800000012,2025-06-18,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000696,REP001,Alice Carter,East,1800000106,2025-08-19,Phone Call,Efficacy Profile,Neutral
CALL3000697,REP005,Ethan Hunt,Northeast,1800000099,2025-09-11,Phone Call,Safety & Tolerability,Neutral
CALL3000698,REP001,Alice Carter,East,1800000163,2025-10-02,Email Follow-up,Co-pay Assistance Program,High Interest
CALL3000699,REP003,Charlie Vance,South,1800000194,2025-12-02,Phone Call,Efficacy Profile,Busy - Left Materials
CALL3000700,REP003,Charlie Vance,South,1800000126,2025-08-01,Phone Call,Co-pay Assistance Program,Unfavorable
CALL3000701,REP004,Diana Prince,Midwest,1800000161,2025-05-07,Virtual Video,Efficacy Profile,Neutral
CALL3000702,REP005,Ethan Hunt,Northeast,1800000205,2025-03-03,Email Follow-up,Co-pay Assistance Program,Favorable
CALL3000703,REP003,Charlie Vance,South,1800000184,2025-02-01,Phone Call,Safety & Tolerability,Busy - Left Materials
CALL3000704,REP003,Charlie Vance,South,1800000075,2025-06-15,In-Person,Market Access & Formulary Update,High Interest
CALL3000705,REP004,Diana Prince,Midwest,1800000013,2025-01-26,Virtual Video,Safety & Tolerability,Favorable
CALL3000706,REP004,Diana Prince,Midwest,1800000175,2025-06-19,Email Follow-up,Clinical Trials Data,Unfavorable
CALL3000707,REP005,Ethan Hunt,Northeast,1800000041,2025-08-04,Email Follow-up,Safety & Tolerability,Neutral
CALL3000708,REP002,Bob Mendez,West,1800000220,2025-05-23,In-Person,Clinical Trials Data,Unfavorable
CALL3000709,REP001,Alice Carter,East,1800000218,2025-06-04,In-Person,Market Access & Formulary Update,Unfavorable
CALL3000710,REP004,Diana Prince,Midwest,1800000093,2025-11-29,Email Follow-up,Efficacy Profile,Neutral
CALL3000711,REP004,Diana Prince,Midwest,1800000157,2025-03-19,In-Person,Efficacy Profile,Unfavorable
CALL3000712,REP002,Bob Mendez,West,1800000210,2025-12-15,Email Follow-up,Market Access & Formulary Update,Busy - Left Materials
CALL3000713,REP003,Charlie Vance,South,1800000123,2025-05-21,In-Person,Safety & Tolerability,Favorable
CALL3000714,REP005,Ethan Hunt,Northeast,1800000122,2025-08-08,Email Follow-up,Efficacy Profile,Neutral
CALL3000715,REP003,Charlie Vance,South,1800000079,2025-08-31,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000716,REP005,Ethan Hunt,Northeast,1800000076,2025-12-04,In-Person,Safety & Tolerability,Unfavorable
CALL3000717,REP001,Alice Carter,East,1800000066,2025-01-19,In-Person,Market Access & Formulary Update,Busy - Left Materials
CALL3000718,REP002,Bob Mendez,West,1800000183,2025-09-24,Virtual Video,Co-pay Assistance Program,Neutral
CALL3000719,REP004,Diana Prince,Midwest,1800000026,2025-05-25,Virtual Video,Clinical Trials Data,High Interest
CALL3000720,REP005,Ethan Hunt,Northeast,1800000056,2025-02-12,In-Person,Safety & Tolerability,High Interest
CALL3000721,REP002,Bob Mendez,West,1800000086,2025-12-02,Phone Call,Safety & Tolerability,Neutral
CALL3000722,REP002,Bob Mendez,West,1800000161,2025-03-10,Phone Call,Efficacy Profile,Favorable
CALL3000723,REP004,Diana Prince,Midwest,1800000107,2025-07-26,Virtual Video,Efficacy Profile,Busy - Left Materials
